Clade, Date (MYA)
GCF.900105685.1.Bacteria.Verrucomicrobiota,47.68249999999989
GCA.003219195.1.Bacteria.Verrucomicrobiota,47.68249999999989
GCA.003164675.1.Bacteria.Verrucomicrobiota,47.675500000000284
2690.73_2306.83,2556.7964999999995
GCA.002708005.1.Bacteria.Verrucomicrobiota,47.67649999999958
2522.23_2073.08,2355.4655
GCA.002382525.1.Bacteria.Verrucomicrobiota,47.675500000000284
GCA.002323895.1.Bacteria.Verrucomicrobiota,47.675500000000284
2937.99_2618.05,2831.1611
2795.06_2446.1,2672.8590999999997
2621.74_2221.62,2478.8341
GCA.003246265.1.Bacteria.Verrucomicrobiota,47.67410000000018
GCA.002429065.1.Bacteria.Verrucomicrobiota,47.67410000000018
2432.88_1974.6,2264.8781
GCA.002369235.1.Bacteria.Verrucomicrobiota,47.678100000000086
GCA.001804885.1.Bacteria.Verrucomicrobiota,47.678100000000086
2638.34_2259.4,2500.1260999999995
GCA.001804805.1.Bacteria.Verrucomicrobiota,47.67609999999968
2490.51_2082.97,2340.0190999999995
2443.05_2024.16,2288.4992999999995
GCA.003477185.1.Bacteria.Verrucomicrobiota,47.679299999998875
2315.83_1863.86,2145.9762999999994
GCF.000170755.1.Bacteria.Verrucomicrobiota,47.67629999999917
GCA.002340265.1.Bacteria.Verrucomicrobiota,47.67629999999917
GCA.001803235.1.Bacteria.Verrucomicrobiota,47.67909999999938
3158.18_2831.61,3053.9451999999997
GCA.002366995.1.Bacteria.UBA3054,47.67519999999968
2650.27_2198.44,2488.5131999999994
2348.1_1801.36,2147.0631999999996
GCF.000204255.1.Bacteria.Chlamydiota,47.67320000000018
GCA.002786175.1.Bacteria.Chlamydiota,47.67320000000018
GCA.001794905.1.Bacteria.Chlamydiota,47.67319999999927
3047.21_2744.1,2949.4197999999997
2975.88_2641.73,2861.8467999999993
GCA.003136555.1.Bacteria.Planctomycetota,47.676799999999275
2876.69_2517.37,2752.5387999999994
GCA.003245715.1.Bacteria.Planctomycetota,47.67879999999968
GCA.002746535.1.Bacteria.Planctomycetota,47.67879999999968
2963.97_2655.06,2862.9173999999994
2862.25_2534.73,2751.8133999999995
2612.85_2239.46,2482.8403999999996
GCF.002277955.1.Bacteria.Planctomycetota,47.68040000000019
2411.52_1987.57,2260.1723999999995
GCA.003508595.1.Bacteria.Planctomycetota,47.68239999999969
2150.28_1653.4,1973.1463999999996
GCF.900129635.1.Bacteria.Planctomycetota,47.676399999999376
GCA.002404095.1.Bacteria.Planctomycetota,47.676399999999376
2707.96_2358.79,2589.2643999999996
GCA.003170085.1.Bacteria.Planctomycetota,47.67439999999897
2469.18_2086.91,2336.4963999999995
2325.24_1906.5,2175.7193999999995
1979.25_1477.19,1787.0273999999995
GCA.002704825.1.Bacteria.Planctomycetota,47.67739999999958
GCA.002364485.1.Bacteria.Planctomycetota,47.67739999999958
GCA.002338715.1.Bacteria.Planctomycetota,47.67939999999999
2369.72_1968.79,2227.8293999999996
2243.41_1810.37,2085.9813999999997
GCA.003171235.1.Bacteria.Planctomycetota,47.681399999999485
GCA.002839495.1.Bacteria.Planctomycetota,47.681399999999485
GCA.002311745.1.Bacteria.Planctomycetota,47.67939999999999
2904.81_2586.56,2799.7241999999997
2818.66_2481.54,2705.4239
2726.66_2366.24,2602.0698999999995
2550.58_2138.28,2402.7838999999994
GCA.002748355.1.Bacteria.Planctomycetota,47.673899999999776
GCA.002746235.1.Bacteria.Planctomycetota,47.673899999999776
GCA.002683135.1.Bacteria.Planctomycetota,47.67990000000009
2583.76_2198.33,2447.1868999999997
2420.34_1981.42,2260.4728999999998
GCA.003509045.1.Bacteria.Planctomycetota,47.67289999999957
GCA.002402755.1.Bacteria.Planctomycetota,47.67289999999957
GCA.002167285.1.Bacteria.Planctomycetota,47.67689999999948
2777.61_2429.12,2657.9561999999996
2636.03_2216.62,2485.8741999999997
GCA.001828445.1.Bacteria.Planctomycetota,47.67420000000038
GCA.001303885.1.Bacteria.Planctomycetota,47.67420000000038
2655.98_2268.67,2518.5681999999997
GCF.000949635.1.Bacteria.Planctomycetota,47.67819999999938
GCA.001302825.1.Bacteria.Planctomycetota,47.67819999999938
3432.51_3143.85,3344.6540999999997
3385.47_3096.6,3295.9255000000003
3271.16_2973.1,3176.8435
GCA.002780065.1.Bacteria.UBA8481,47.673499999999876
3102.94_2793.3,3003.5125
3005.3_2662.93,2890.0775000000003
GCF.900112165.1.Bacteria.Spirochaetota,47.67749999999978
2823.16_2411.28,2676.7965000000004
GCF.000092845.1.Bacteria.Spirochaetota,47.67650000000049
GCA.003497555.1.Bacteria.Spirochaetota,47.67650000000049
3007.1_2684.71,2901.2565
2822.05_2455.83,2698.4365
2531.31_2076.31,2371.2775
GCF.000266885.1.Bacteria.Spirochaetota,47.67750000000069
GCA.002730875.1.Bacteria.Spirochaetota,47.67750000000069
GCA.002418835.1.Bacteria.Spirochaetota,47.67649999999958
2906.8_2568.25,2793.4445
2682.35_2278.87,2538.2325
2425.63_1959.83,2255.7175
GCF.001922545.1.Bacteria.Spirochaetota,47.67750000000069
2301.87_1825.4,2126.4345000000003
GCF.000758165.1.Bacteria.Spirochaetota,47.67450000000008
GCA.002406055.1.Bacteria.Spirochaetota,47.67450000000008
GCA.001829315.1.Bacteria.Spirochaetota,47.67249999999967
2749.56_2345.81,2605.0585
GCA.002450905.1.Bacteria.Spirochaetota,47.678499999999985
GCA.001829155.1.Bacteria.Spirochaetota,47.678499999999985
3337.52_3050.91,3249.4283
3293.35_3005.99,3204.8831
3186.65_2891.31,3094.3221000000003
GCF.000526155.1.Bacteria.Desulfobacterota,47.68209999999999
2997.63_2665.61,2887.9591
GCF.000177635.2.Bacteria.Chrysiogenota,47.67910000000029
2351.06_1748.26,2129.2981
GCF.000487995.1.Bacteria.Deferribacterota,47.678100000000086
GCA.002402635.1.Bacteria.Deferribacterota,47.678100000000086
3252.87_2963.37,3163.3269
2881.53_2506.16,2755.1639
GCA.002707655.1.Bacteria.SAR324,47.673900000000685
GCA.002401295.1.Bacteria.SAR324,47.673900000000685
3220.82_2930.8,3133.6202000000003
3187.07_2898.41,3100.2903
2930.03_2596.67,2818.2303
GCF.900177345.1.Bacteria.Proteobacteria,47.68029999999999
GCF.001907975.1.Bacteria.Proteobacteria,47.68029999999999
3102.9_2815.52,3015.0221
3045.39_2757.93,2957.9761
2921.46_2618.35,2823.1931000000004
GCF.002795805.1.Bacteria.Proteobacteria,47.67309999999998
GCA.001872725.1.Bacteria.Proteobacteria,47.67309999999998
2944.12_2657.95,2857.5281
GCF.002109495.1.Bacteria.Proteobacteria,47.678100000000086
2811.27_2518.56,2719.5110999999997
GCA.002689455.1.Bacteria.Proteobacteria,47.68109999999979
2689.47_2396.93,2597.6601
GCA.002937675.1.Bacteria.Proteobacteria,47.68010000000049
2633.99_2343.44,2543.7261
None,2468.017
GCA.002787615.1.Bacteria.Proteobacteria,47.67699999999968
2487.28_2184.97,2389.2544
GCA.002422845.1.Bacteria.Proteobacteria,47.67439999999988
2445.57_2134.29,2342.8126
2245.54_1901.68,2127.0876000000003
GCA.002938255.1.Bacteria.Proteobacteria,47.677599999999984
2082.43_1693.68,1940.9076000000005
GCA.003213135.1.Bacteria.Proteobacteria,47.677599999999984
GCA.002717245.1.Bacteria.Proteobacteria,47.677599999999984
2396.92_2084.54,2293.0646
2304.96_1976.63,2193.1644
GCF.003072485.1.Bacteria.Proteobacteria,47.67440000000079
2263.43_1925.43,2148.0965
GCA.002500565.1.Bacteria.Proteobacteria,47.67650000000049
GCA.002238905.1.Bacteria.Proteobacteria,47.67650000000049
2326.82_1994.26,2213.7437
GCA.002084505.1.Bacteria.Proteobacteria,47.67370000000028
GCA.001898075.1.Bacteria.Proteobacteria,47.67370000000028
2548.4_2254.64,2456.339
GCA.002632265.1.Bacteria.Proteobacteria,47.67900000000009
2448.11_2150.92,2355.0110000000004
2372.03_2062.25,2271.5252
GCA.002722885.1.Bacteria.Proteobacteria,47.675200000000586
2233.96_1908.53,2125.4442
GCA.006969625.1.Bacteria.Proteobacteria,47.67420000000038
2078.21_1695.66,1947.7662
GCA.002898275.1.Bacteria.Proteobacteria,47.67619999999988
GCA.002238885.1.Bacteria.Proteobacteria,47.67619999999988
2403.09_2104.01,2307.646
2370.99_2071.03,2273.4936000000002
2272.38_1954.05,2167.0756
2153.66_1812.41,2038.5346
GCF.001613805.1.Bacteria.Proteobacteria,47.67460000000028
GCA.002723345.1.Bacteria.Proteobacteria,47.67460000000028
2125.17_1777.01,2005.7146000000002
GCA.002717185.1.Bacteria.Proteobacteria,47.67460000000028
2032.31_1640.68,1894.9676000000004
GCA.002717225.1.Bacteria.Proteobacteria,47.677599999999984
1892.76_1445.64,1727.8916000000004
GCA.002686135.1.Bacteria.Proteobacteria,47.6816000000008
GCA.002348425.1.Bacteria.Proteobacteria,47.6816000000008
2305.03_1998.47,2203.1769000000004
2214.88_1892.6,2106.3896000000004
None,1952.8096000000005
GCF.002148795.1.Bacteria.Proteobacteria,47.67960000000039
1740.35_1322.15,1592.9936000000007
GCF.900102465.1.Bacteria.Proteobacteria,47.683600000001206
1591.74_1147.79,1432.5026000000007
GCA.002709155.1.Bacteria.Proteobacteria,47.682600000001
1464.03_999.247,1286.1016000000009
GCA.003280605.1.Bacteria.Proteobacteria,47.6816000000008
GCA.002457765.1.Bacteria.Proteobacteria,47.6816000000008
GCA.002340345.1.Bacteria.Proteobacteria,47.67960000000039
2249.28_1934.35,2144.3916000000004
2168.56_1839.31,2056.1991000000003
2062.81_1716.91,1942.3071000000004
GCF.002251795.1.Bacteria.Proteobacteria,47.67709999999988
1844.48_1438.79,1696.5471000000007
GCF.006980715.1.Bacteria.Proteobacteria,47.67710000000079
GCF.000315795.1.Bacteria.Proteobacteria,47.67710000000079
None,1900.0911
GCF.900167455.1.Bacteria.Proteobacteria,47.68109999999979
1896.55_1490.6,1749.4211
GCF.003258945.1.Bacteria.Proteobacteria,47.68109999999979
GCA.002291925.1.Bacteria.Proteobacteria,47.68109999999979
2158.12_1822.01,2039.6396000000004
GCA.003504035.1.Bacteria.Proteobacteria,47.67960000000039
2048.32_1703.79,1926.1826000000005
1873.03_1483.05,1726.2266000000004
GCA.002257235.1.Bacteria.Proteobacteria,47.67660000000069
GCA.001898705.1.Bacteria.Proteobacteria,47.67660000000069
1976.65_1609.47,1843.9644000000008
GCA.001897795.1.Bacteria.Proteobacteria,47.67440000000079
1778.86_1357.57,1617.3234000000007
GCF.000757605.1.Bacteria.Proteobacteria,47.6834000000008
GCA.001897475.1.Bacteria.Proteobacteria,47.6834000000008
2326.95_2018.31,2225.6881000000003
2130.74_1781.66,2011.2931000000003
GCF.000264455.2.Bacteria.Proteobacteria,47.683100000000195
GCA.002721365.1.Bacteria.Proteobacteria,47.683100000000195
2268.74_1955.28,2164.8100000000004
1997.49_1597.62,1854.5170000000003
GCA.002701885.1.Bacteria.Proteobacteria,47.67700000000059
GCA.002348365.1.Bacteria.Proteobacteria,47.67700000000059
2217.29_1895.72,2108.6562000000004
2015.92_1636.83,1882.4112000000005
GCF.900172325.1.Bacteria.Proteobacteria,47.68119999999999
GCF.002798435.1.Bacteria.Proteobacteria,47.68119999999999
2143.57_1811.36,2027.7964000000002
1936.33_1537.42,1793.9614000000001
GCF.003173035.1.Bacteria.Proteobacteria,47.681400000000394
GCA.002796975.1.Bacteria.Proteobacteria,47.681400000000394
2045.43_1699.12,1919.9964
1926.5_1542.22,1782.1693999999998
GCF.000192575.1.Bacteria.Proteobacteria,47.67939999999999
GCA.002731375.1.Bacteria.Proteobacteria,47.67939999999999
1849.48_1474.57,1707.8084
1721.78_1313.25,1563.9553999999998
1547.22_1064.06,1360.0724
GCA.003454415.1.Bacteria.Proteobacteria,47.68239999999969
GCA.003158585.1.Bacteria.Proteobacteria,47.68239999999969
GCA.002280485.1.Bacteria.Proteobacteria,47.67540000000008
1805.19_1416.34,1656.4615
GCA.002480495.1.Bacteria.Proteobacteria,47.68149999999969
GCA.001464215.1.Bacteria.Proteobacteria,47.68149999999969
2913.41_2629.28,2828.8391
GCF.001399755.1.Bacteria.Proteobacteria,47.67910000000029
2814.28_2529.69,2728.8713000000002
2632.1_2308.41,2526.6913000000004
2561.33_2203.6,2440.1772
GCA.002722435.1.Bacteria.Proteobacteria,47.677200000000084
GCA.002683115.1.Bacteria.Proteobacteria,47.677200000000084
GCA.001750645.1.Bacteria.Proteobacteria,47.68130000000019
2725.11_2441.6,2641.0272000000004
2609.15_2308.12,2512.5872
2475.73_2140.16,2364.8062
GCA.002451085.1.Bacteria.Proteobacteria,47.67619999999988
GCA.002420425.1.Bacteria.Proteobacteria,47.67619999999988
2379.45_1993.84,2242.9732000000004
GCA.002405475.1.Bacteria.Proteobacteria,47.67320000000018
GCA.001750625.1.Bacteria.Proteobacteria,47.67320000000018
2669.79_2387.25,2585.839
2502.24_2184.36,2400.8770000000004
GCF.900111015.1.Bacteria.Proteobacteria,47.67700000000059
GCF.002940605.1.Bacteria.Proteobacteria,47.67700000000059
2629.66_2345.61,2544.6541
2534.92_2233.92,2439.8671000000004
2430.78_2066.35,2305.4921000000004
GCF.001431315.1.Bacteria.Proteobacteria,47.6821000000009
GCA.003489505.1.Bacteria.Proteobacteria,47.6821000000009
2432.28_2101.55,2322.5621
GCA.002631715.1.Bacteria.Proteobacteria,47.68209999999999
GCA.002352565.1.Bacteria.Proteobacteria,47.68209999999999
2583.69_2298.15,2497.4958
2481.45_2186.41,2390.0488
2233.12_1879.19,2111.3028
